,점포명,별점,이미지,방문자 리뷰 수,블로그 리뷰 수,방문자 리뷰 구간,블로그 리뷰 구간,평점
116,커피에반하다 부산장림점 스마트카페,4.38,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200111_291%2F1578703942469JrzIQ_JPEG%2F7CLkk9v-JktkPNqoP5mIYRm5.jpg,67,3,3,3,8.78
117,할매돼지국밥,4.52,,37,2,2,2,8.82
118,돈단지,4.33,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190414_223%2F1555214301461xzwR0_JPEG%2FdFTYjD-tWmlVgrI8FvyfaKkW.jpg,66,12,3,7,9.05
119,땅스부대찌개 부산장림점,4.56,,88,3,4,3,8.98
121,카페051 장림시장점,4.26,,125,4,6,4,8.8
122,손정순찜닭 장림점,4.63,,16,1,0,0,8.73
123,멕시카나치킨 장림점,4.4,,29,3,2,3,8.78
124,자담치킨 부산장림점,4.78,,47,4,2,4,9.24
125,오븐에꾸운닭 장림점,4.48,,170,9,7,6,9.2
127,오후반친구,4.75,,31,3,2,3,9.13
128,초원들 축산,4.18,,80,8,4,6,8.84
129,민이네돈가스,4.82,,19,10,0,6,9.4
130,대부가든,4.45,,70,3,4,3,8.87
131,족발쌀롱장림점,4.65,,83,16,4,7,9.39
132,가야포차선지국밥장림점,4.56,,257,23,8,8,9.46
134,땅땅치킨 장림점,4.52,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220705_200%2F1656995766997xbIyK_PNG%2F220615_________________________________________________________.png,56,6,3,5,9.08
135,주례축산 장림직영점,4.32,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191218_125%2F1576596763083mnDUi_JPEG%2FbSt0W3poGEckw6SYEGyibLz-.jpg,20,4,0,4,8.74
137,용문각,4.07,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200111_106%2F1578707043620xDvDh_JPEG%2Fxet1V706o7bxb7pUnFtZmxC7.jpg,113,2,6,2,8.45
138,해창식당,4.41,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200111_171%2F1578702215821CGQiQ_JPEG%2FCE4IIQa1iiQ4edIcgzsuY4q6.jpg,89,6,5,5,9.01
140,BBQ부산장림점,3.94,,50,1,2,0,8.08
141,윤포차,4.69,,28,8,1,6,9.29
142,유정아구찜,4.26,,36,1,2,0,8.4
144,티바두마리치킨 부산장림점,4.63,,74,5,4,5,9.21
146,데일리커피 부산장림점,4.7,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201209_96%2F1607504975087AB4zI_JPEG%2F0Rv_4ON6KEBB_5bFZRZU6GdF.jpeg.jpg,87,1,4,0,8.88
148,썬더치킨 장림1호점,4.52,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190114_38%2F1547447221669ge8qA_JPEG%2FVcjji3zZn_OQnuabo7z9HzYb.jpeg.jpg,103,2,5,2,8.88
150,이디야커피 부산효림초교점,4.2,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201218_157%2F1608286215970a0JSl_JPEG%2FxBRBneDw4GnGoXMzpdHmNh8_.jpg,103,3,5,3,8.64
151,본동아구찜,4.52,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200701_8%2F1593610411837HkCrn_JPEG%2F_WN_SduyQM7mc4i1fQd9LN3z.jpg,32,1,2,0,8.66
152,담락참치일잔 장림점,4.39,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200111_48%2F1578704007782cFmSC_JPEG%2F2clBa6zUOSIE-3ryx0Cn_JKH.jpg,88,5,4,5,8.97
153,춘해반점,4.25,,24,3,1,3,8.61
154,울릉도오징어회포차,4.74,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191206_296%2F1575634162689AAH0y_JPEG%2FhPGa9PX4MB4i8bD_6fjBRWad.jpg,26,8,1,6,9.34
155,송프로피자,4.63,,112,2,5,2,8.99
156,본동반점,4.5,,54,1,3,0,8.66
158,손맛칼국수,4.6,,68,6,3,5,9.16
163,처갓집양념치킨 장림점,4.5,,80,3,4,4,9.0
164,한양족발,4.38,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181227_221%2F1545915961171mt9P0_JPEG%2F0zXnkq7G4SecKuv5odldXB4g.jpg,66,1,3,0,8.54
165,안아줘커피,4.6,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220113_140%2F1642032794083551Ks_JPEG%2F20220111_100429.jpg,11,2,0,2,8.86
168,짬뽕타임 롯데마트사하점,4.47,,65,23,3,8,9.27
172,놀보 돼지국밥,4.49,,139,1,6,0,8.71
173,족과의동침 부산장림점,3.96,,20,4,0,4,8.38
174,파리바게뜨 장림현대점,4.37,,471,1,9,0,8.65
176,오이공,4.64,,39,19,2,7,9.34
178,배떡 장림다대점,4.38,,42,2,2,2,8.68
179,피자에땅 장림점,4.53,,55,1,3,0,8.69
180,윤식당,4.05,,17,3,0,4,8.47
181,자미당 장림점,4.19,,33,3,2,4,8.65
182,동두천부대찌개,4.47,,37,4,2,4,8.93
184,승승삼겹 장림점,4.35,,78,9,4,6,9.01
185,인생역전,4.38,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200922_162%2F16007753073426LpUT_JPEG%2FfxmBiC8v67hZ0DDpnQ8XA5Li.jpeg.jpg,16,1,0,0,8.48
186,더만소본점,4.57,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200301_45%2F1583047660314L1Lpz_JPEG%2Fd4pEvuvmyzoiRjOqzGJS-mCt.jpg,23,16,1,7,9.25
189,롯데리아 롯데마트사하점,4.39,,661,1,9,0,8.67
192,치킨신드롬 장림본동점,4.29,,125,1,6,0,8.51
193,카페시오,4.0,,24,24,1,8,8.76
197,낙원숯불구이,4.61,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200205_8%2F1580885566913W12If_JPEG%2Fy7FpjebPD3yV4OoECYnAVYII.jpg,18,1,0,1,8.79
200,송가네,4.5,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191208_280%2F1575778067879PkLhX_JPEG%2FFjRueFFDYpoxFbnhrsJ2li5-.jpg,26,1,1,1,8.7
202,목촌돼지국밥 & 국민삼겹 장림2호점,4.1,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200804_247%2F15965381903551LMDG_JPEG%2FzRfSJ3QeNwDJ2BXczqtrp-Iq.jpg,117,22,6,8,8.96
205,이열치열옛날양푼이동태찌개 장림점,4.22,,102,6,5,5,8.82
208,띵호짜장띵호,4.32,,123,3,6,4,8.86
210,오성횟집,4.39,,27,2,1,2,8.67
211,빠마식당,4.52,,113,5,6,5,9.14
212,시골돼지국밥,4.37,,76,2,4,2,8.71
221,요달의찜닭&내가닭도리탕이다 장림점,4.61,,63,4,3,4,9.09
224,J Cafe,4.55,,11,4,0,4,8.97
225,생생돈까스 부산장림점,4.38,,70,1,4,1,8.64
227,청해횟집,4.73,,21,3,0,4,9.15
228,서울깍두기,4.15,,52,2,3,2,8.47
233,우리동네중국집,3.88,,30,1,2,1,8.1
234,엄지 아구찜 대구탕,4.31,,21,1,0,1,8.49
235,거문,4.63,,23,1,1,1,8.83
237,더옹헤야,4.43,,23,1,1,1,8.63
238,그집커피,4.25,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210720_264%2F1626744191768Pumo0_JPEG%2Fa6dmOUevypafA3AxPv_ZrJId.jpeg.jpg,23,1,1,1,8.45
239,치킨신드롬 다대2호점,4.23,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_289%2F1441027647650PqnjM_JPEG%2F12832581_0.jpg,75,2,4,2,8.57
243,문현대풍곱창,4.63,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191206_202%2F1575635371585Nwhoi_JPEG%2F1lpjTfYLxCeJDbcDwJN1z3Bo.jpg,16,1,0,1,8.81
245,마포통숯불구이,4.57,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190113_39%2F15473072353643vmbW_JPEG%2FXnH0H383fCAD_OMf6VraqpLB.jpeg.jpg,91,10,5,6,9.25
247,내호반점,4.43,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200701_93%2F15936085422472G1Rl_JPEG%2FTKhqKNXz4aS9lJ3hab2lW16j.jpg,93,1,5,1,8.71
248,우송꼬마김밥,4.65,,80,2,4,2,8.99
250,곤지암할매소머리국밥 장림점,4.07,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191206_174%2F1575637375258nH8Du_JPEG%2Frn0FuLV8EKwO9PyQeQaKHQcz.jpg,32,2,2,2,8.37
253,만년닭강정 장림점,4.36,,162,4,7,4,8.92
259,봉구비어 장림점,4.3,,20,1,0,1,8.48
261,어부홍씨횟집,4.39,,47,5,2,5,8.93
267,국민삼겹 장림점,4.46,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200413_268%2F15867761495858VlWb_JPEG%2Ffv4XuAixB9yapI9poxxzo0_6.jpeg.jpg,33,11,2,7,9.16
268,시골집,4.69,,26,2,1,2,8.97
269,별난멸치국수,4.28,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191206_80%2F15755964409205z3lo_JPEG%2Fchr5085b-6oUG62npURXhS6n.jpg,15,1,0,1,8.46
277,무한해물짜장,4.18,,21,2,1,2,8.46
283,제주토종돼지국밥,4.39,,64,1,3,1,8.63
284,통영회센타,4.31,,106,7,5,6,8.99
285,덮앤돈장림점,5.0,,11,1,0,1,9.18
286,지훈이네식당,4.06,,24,2,1,2,8.34
288,한근갈비,4.15,,22,2,1,2,8.43
289,즐거운섬,3.83,,16,10,0,6,8.41
296,도노텀블 장림점,5.0,,21,2,1,3,9.36
