,점포명,별점,이미지,방문자 리뷰 수,블로그 리뷰 수,방문자 리뷰 구간,블로그 리뷰 구간,평점
190,교통부돼지국밥,4.39,,334,118,4,1,8.65
191,부산쪽쪽갈비,4.52,,617,241,7,3,9.0
193,함경면옥 서면점,4.29,,660,93,7,0,8.53
196,처리부엌,4.9,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210329_52%2F1616965004044u18Iq_JPEG%2FZ6Qb-3AMB_YshcKhO4mjpQMz.jpg,181,101,2,1,9.12
197,일과이분의일,4.48,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180725_24%2F153252198677284ALP_JPEG%2FF8uoJsnxALrBM-kd7o8GAphX.jpeg.jpg,144,121,1,1,8.68
198,삼광보리밥,4.3,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190829_101%2F1567052722749phcfm_JPEG%2FEGmUNB9MnGZdQKUgWWtpTUvh.jpg,1000,451,8,6,9.04
199,묵은지돼지김치찌개 본점,4.34,,425,102,5,1,8.62
200,삼원칼국수,4.45,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181018_300%2F1539852253752aeE2j_JPEG%2FTWvfMMAFEsnKeVUYOuPwF9E3.jpg,430,194,5,2,8.81
202,마마된장 서면점,4.58,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20160727_89%2F146954745332226mnl_JPEG%2F176677406750251_0.jpeg,560,408,6,6,9.28
203,구석,4.47,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200722_71%2F1595418418851A3qV1_JPEG%2FOle0iM_WpJ10CbseEBzr_W4J.jpg,199,333,2,5,9.01
204,녹아들다 녹카페,4.32,,451,320,5,5,8.92
205,백금당,4.5,,436,432,5,6,9.18
206,로바타아키,4.31,,227,261,2,4,8.77
210,지구상사,4.45,,509,161,6,2,8.83
211,삼환축산 서면점,4.57,,532,130,6,1,8.87
212,부전바이브,4.75,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201105_53%2F1604565958922ShoAs_JPEG%2FL5_qg37JgP0aPs8XTC8RLu-C.jpeg.jpg,67,29,0,0,8.85
213,고정점,4.48,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20160628_294%2F1467091990701yEIGn_JPEG%2F176578546329782_0.jpeg,221,398,2,5,9.02
214,랑데자뷰 서면본점,4.57,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200504_207%2F1588574554741BFAlC_JPEG%2Fq5juYshZ_kbNpNxZw_iGbhT1.jpg,970,522,8,6,9.31
215,어썸라운지,4.63,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190425_287%2F1556185459180VNypM_JPEG%2FBt783QKe_FeicMBlIXJNTbnl.jpg,143,104,1,1,8.83
216,투고샐러드 서면삼정타워점,4.55,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220214_154%2F1644822650138WIShL_JPEG%2F%25BE%25C6%25C0%25CC%25C4%25DC.jpg,1123,321,8,5,9.21
217,옵포드,4.34,,574,407,6,6,9.04
218,길세이로무시,4.63,,379,546,5,7,9.39
219,보배반점 서면점,4.6,,595,307,6,4,9.14
221,부단,4.6,,318,260,4,4,9.1
222,양산도 롯데백화점부산본점,4.67,,124,229,0,3,9.01
223,다옴 서면삼정타워점,4.43,,927,276,8,4,9.01
224,오늘김해뒷고기 서면점,4.42,,143,280,1,4,8.86
226,라화쿵부 서면중앙점,4.62,,1530,873,9,8,9.54
227,회사원,4.41,,275,749,3,8,9.21
228,고베규카츠 서면점,4.3,,165,213,1,3,8.66
229,미누식당,4.54,,511,661,6,8,9.4
230,달구나카페,4.45,,544,207,6,3,8.91
231,대독장 서면엔씨점,4.49,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190809_89%2F1565308415857epdA4_JPEG%2FHCSKgmwUR0tjzOl1N9isml9U.jpg,522,191,6,2,8.87
232,돈희극,4.71,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201019_93%2F1603097922773yNOnc_JPEG%2F_jdjtVe5A0XBf4sYJy41btn1.jpg,240,246,3,3,9.11
233,스타벅스 서면중앙대로R점,4.57,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190828_93%2F1566953601239OT9MQ_PNG%2FxX7Wv642gXMoTI0DAv0hRymS.png,6291,260,9,4,9.17
234,우와한,4.95,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210129_15%2F1611850025925jipug_JPEG%2FsWVp9ReFiI1kfjeM5N66I6WE.jpg,104,34,0,0,9.05
235,온더보더 부산삼정타워점,4.22,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210609_222%2F1623214840842UpjzM_JPEG%2FSVDkIoAHos89YTwvXjRT_cMo.jpg,244,67,3,0,8.38
236,카오리,4.45,,40,125,0,1,8.63
237,로운 샤브샤브 NC백화점서면점,4.35,,2710,793,9,8,9.27
238,이슈모리,4.48,,211,200,2,3,8.86
239,한마음정육식당 부산서면점,4.88,,143,61,1,0,9.0
240,페이퍼투콘크리트,4.49,,137,486,1,6,9.09
241,고백신,4.75,,98,78,0,0,8.85
242,소문,4.32,,51,67,0,0,8.42
244,갓파스시 서면점,4.29,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191019_203%2F1571477275193gXL1w_JPEG%2FnEz2xpyXV96NXqnFCQJtUL7q.jpg,914,414,8,6,9.03
245,소문난돼지국밥서면본점,4.56,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_265%2F1441104135401VmPAd_JPEG%2F156352495278373_0.jpeg,266,281,3,4,9.04
246,태광정밀,4.52,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181029_295%2F1540754739152QtTqi_JPEG%2FeC7mgFg8woeQuBpFWoXUQPR2.jpeg.jpg,268,569,3,7,9.24
247,명성양곱창,4.52,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210503_227%2F1620027008909LoA86_JPEG%2FCJf1Hu5vOhwzrmsIDYSokwNs.jpeg.jpg,256,273,3,4,9.0
248,개미집 쥬디스태화직영점,4.4,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191209_48%2F15758685790607rDz3_JPEG%2FMuLSpFbmC4XndGdhCgLxDbsb.jpg,513,277,6,4,8.94
249,청진동감자탕,4.4,,168,140,1,1,8.6
250,애월애,4.51,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200621_29%2F1592713842105vT2dc_JPEG%2F2_s5QMq6zywucKi5jub3Vp7H.jpg,151,131,1,1,8.71
251,토끼정 롯데서면점(부산본점),4.32,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200707_115%2F1594103417695R3pbA_PNG%2FSQD5iHKaikD5ZkjztD-7l2nb.png,1187,351,8,5,8.98
252,한뚝배기,4.12,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190617_225%2F1560766725779puEer_JPEG%2FY25w6dzUhCdsNk9YOriL9yw_.JPG.jpg,624,247,7,3,8.6
253,우정돌솥비빔밥 서면점,4.42,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210821_46%2F1629541294421oo10C_JPEG%2FNUKpM6Lb63RJpWyo0mbqS8Lp.jpg,883,177,8,2,8.84
255,베이시스옵,4.51,,725,544,7,7,9.31
256,굽굽,4.79,,165,129,1,1,8.99
257,11grill,4.7,,65,100,0,0,8.8
258,일일시호주,4.9,,67,124,0,1,9.08
259,그집뱃살 서면점,5.0,,90,90,0,0,9.1
260,화전국수,4.3,,173,362,2,5,8.84
261,큰손김밥,5.0,,119,11,0,0,9.1
262,쑈양,4.69,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220601_47%2F1654071676214hyvPc_JPEG%2FPSJ_1142.jpg,161,211,1,3,9.05
264,그놈포차 서면점,4.52,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220724_272%2F1658639956443MXnFe_JPEG%2F%25C7%25C3%25B7%25B9%25C0%25CC%25BD%25BA_%25282%2529.jpg,154,268,1,4,8.96
265,한방장어구이,4.4,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150930_251%2F1443592550032zgvkh_JPEG%2F166875548956254_8.jpg,450,197,5,2,8.76
266,오레노카츠 서면점,4.85,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210830_179%2F1630290845313Hl4Fd_JPEG%2FvVrwZA88_FooV7WMS6YTdpYL.jpg,298,116,4,1,9.11
268,로타리국밥,4.21,,181,132,2,1,8.43
270,뎐벼락막창,4.41,,251,321,3,5,8.97
271,삿뽀로참치 서면점,4.56,,211,196,2,2,8.86
272,HOIAN7PM,4.45,,761,811,8,8,9.35
274,맹물,4.56,,29,42,0,0,8.66
276,삼바리,4.59,,164,240,1,3,8.95
277,김태정숯불소갈비,4.73,,168,578,1,7,9.41
278,춘미,4.56,,87,185,0,2,8.82
279,고요,4.8,,402,216,5,3,9.24
280,사월그날,4.47,,307,275,4,4,8.97
281,더시카고짬뽕 서면점,4.35,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220320_97%2F1647754092845W3RkO_JPEG%2F1629262955888.jpg,495,1263,5,9,9.27
282,해피통닭서면본점,4.47,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180912_252%2F1536739513269C8TUa_JPEG%2FkVsM-T8GvgJcdIn53ZzP_yY9.jpeg.jpg,261,121,3,1,8.71
283,쿠만,4.4,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191221_130%2F1576903098971DHTLT_JPEG%2FNOHqT07Bc_duO88L3cLoJjBG.jpeg.jpg,79,45,0,0,8.5
285,탄탄면공방 부산롯데서면점,4.38,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211018_153%2F1634546452631evE5F_JPEG%2FACnjC9EIorThJmKQXBl6UPL_.jpg,1110,229,8,3,8.88
286,해피피플,5.0,,30,41,0,0,9.1
287,소반,4.54,,61,123,0,1,8.72
288,청불 서면점,4.27,,210,88,2,0,8.41
289,두툼연어,4.63,,192,218,2,3,9.01
291,신촌양푼이 서면점,4.64,,332,608,4,7,9.38
292,쌍복,4.55,,73,123,0,1,8.73
293,송정호 일식,4.84,,312,412,4,6,9.5
294,훈혁,4.55,,195,258,2,3,8.93
296,덤보레코즈,4.72,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201222_10%2F1608609584358x2duB_JPEG%2FJ8qbYKfNM4HlexEqYFPVouER.jpeg.jpg,75,61,0,0,8.82
297,거북이동네 부산서면직영점,4.48,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200130_183%2F1580356942376IPMSi_JPEG%2FUFroVi7rwTcGErWkwPTQ9LGE.jpg,442,100,5,0,8.68
299,쿠우쿠우 부산서면점,4.15,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220503_7%2F16515383120891mPf2_PNG%2F%25C0%25CC%25BF%25EB%25BF%25E4%25B1%25DD_172123136.png,749,343,7,5,8.79
